#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
323500,2368.6926683886277,512.2873294031347,2880.9799977917623,329.4866500848329,2.84e+03
324000,2423.6921368405037,450.0231681955735,2873.715305036077,289.44035434583117,2.84e+03
324500,2400.3837374796317,503.23078791576864,2903.6145253954005,323.66177536169033,2.84e+03
325000,2422.569679068307,456.96758387200487,2879.537262940312,293.9067780239062,2.84e+03
325500,2401.3565650215564,437.8774700128628,2839.2340350344193,281.62863389624414,2.84e+03
326000,2434.34719559944,446.2407545373106,2880.587950136751,287.0076281510448,2.84e+03
326500,2468.0314430520684,471.76872166248324,2939.8001647145516,303.42639138953575,2.84e+03
327000,2441.21136235778,443.06982300280623,2884.2811853605863,284.96818749150424,2.84e+03
327500,2447.7768228539126,459.49173120902753,2907.26855406294,295.5302279955562,2.84e+03
328000,2435.423710582196,434.2633181443514,2869.6870287265474,279.30412824539957,2.84e+03
328500,2427.816176237756,471.132632830349,2898.9488090681048,303.0172796148985,2.84e+03
329000,2380.4439898661153,452.5193497349342,2832.9633396010495,291.0458176204466,2.84e+03
329500,2440.9490422086446,406.8731004893217,2847.8221426979662,261.6876256651682,2.84e+03
330000,2439.7244633907985,425.3062449463844,2865.030708337183,273.5432283105891,2.84e+03
330500,2415.2818940523457,455.25291207102686,2870.5348061233726,292.8039565499544,2.84e+03
331000,2414.6462202005414,463.26392134400356,2877.910141544545,297.9563787506498,2.84e+03
331500,2413.730564164307,487.99910884670163,2901.729673011009,313.8652517633391,2.84e+03
332000,2440.304951577318,493.2113157769193,2933.5162673542377,317.21757477118564,2.84e+03
332500,2481.0439283883243,439.45879895906165,2920.502727347386,282.6456935564397,2.84e+03
333000,2390.4955927997116,469.99608399477984,2860.4916767944915,302.28628814390936,2.84e+03
333500,2423.656114565906,432.9704992132645,2856.626613779171,278.4726289005566,2.84e+03
334000,2434.0458446425823,451.68270529728954,2885.7285499398718,290.5077149635005,2.84e+03
334500,2371.8144465024343,476.1276474780331,2847.9420939804672,306.22991156757166,2.84e+03
335000,2376.012023593473,391.95870525966257,2767.9707288531354,252.09516877581467,2.84e+03
335500,2444.0951661050085,463.3366214529554,2907.431787557964,298.0031371106257,2.84e+03
336000,2427.5810053539108,455.51211698896196,2883.093122342873,292.9706687741186,2.84e+03
336500,2372.6024737925436,399.1324922123177,2771.7349660048612,256.7091166441067,2.84e+03
337000,2365.5193931832705,403.16214077464906,2768.68153395792,259.3008563370807,2.84e+03
337500,2357.296180469668,490.90250282978667,2848.1986832994544,315.73262091821886,2.84e+03
338000,2455.477847141196,510.8532431067063,2966.3310902479025,328.5642921372076,2.84e+03
338500,2410.973632741094,452.2025548331941,2863.176187574288,290.8420653803514,2.84e+03
339000,2404.970110151605,449.0475532902772,2854.017663441882,288.8128703764474,2.84e+03
339500,2369.2776009166078,488.016806512847,2857.2944074294546,313.8766343301095,2.84e+03
340000,2394.3789295829824,460.16173573114816,2854.540665314131,295.9611532456349,2.84e+03
340500,2451.4848357690266,451.0579940301908,2902.5428297992175,290.1059208709033,2.84e+03
341000,2455.9022629188926,446.19494491318557,2902.0972078320783,286.97816488164835,2.84e+03
341500,2445.5850181661654,483.2058824576271,2928.7909006237924,310.7824034956015,2.84e+03
342000,2392.410330330622,428.20129659530346,2820.6116269259255,275.4052319458074,2.84e+03
342500,2348.0718952988445,506.8595413056416,2854.931436604486,325.9956722390662,2.84e+03
343000,2418.5127569398037,440.5874561108764,2859.10021305068,283.3716093515444,2.84e+03
343500,2377.5275225730647,496.1267868161399,2873.6543093892046,319.09271149816914,2.84e+03
344000,2367.4479777445185,417.82817226190997,2785.2761500064285,268.7335736959237,2.84e+03
344500,2376.2861430815174,445.56598703386265,2821.85213011538,286.5736395053444,2.84e+03
345000,2361.9090367333333,462.08683787128825,2823.9958746046213,297.1993167113698,2.84e+03
345500,2417.524248032498,471.243687385955,2888.767935418453,303.0887063151175,2.84e+03
346000,2358.17175063456,465.2032388665645,2823.374989501124,299.20368509083175,2.84e+03
346500,2398.727674919478,420.5565766094089,2819.2842515288867,270.4883951739051,2.84e+03
347000,2412.7229554918044,410.8493739504974,2823.572329442302,264.245036218481,2.84e+03
347500,2386.5374028793576,468.2127833001227,2854.7501861794804,301.13932678403904,2.84e+03
348000,2416.177246483028,489.3888736397103,2905.566120122738,314.7591035527007,2.84e+03
348500,2428.8399684949513,421.6301973531604,2850.4701658481117,271.17891333044895,2.84e+03
349000,2387.3645435103826,480.00093802674843,2867.365481537131,308.72108684061294,2.84e+03
349500,2383.508278114686,485.3099218753261,2868.818199990012,312.1356536339404,2.84e+03
350000,2412.2916455541354,492.4499473407109,2904.7415928948462,316.7278872049932,2.84e+03
350500,2466.80374882622,513.820668977656,2980.624417803876,330.4728445324688,2.84e+03
351000,2478.657764137301,511.1214600680579,2989.779224205359,328.73680061637424,2.84e+03
351500,2450.05631919203,532.358772739728,2982.415091931758,342.39595360995975,2.84e+03
352000,2454.0276150868317,419.9330703629633,2873.960685449795,270.0873761116384,2.84e+03
352500,2406.5626650720096,445.4299621664573,2851.992627238467,286.48615270776565,2.84e+03
353000,2379.174251008083,465.5586553800247,2844.732906388108,299.4322775031041,2.84e+03
353500,2438.9386931105328,507.89136802709874,2946.8300611376317,326.659309831503,2.84e+03
354000,2414.4344350712518,440.90301891390544,2855.337453985157,283.57456914557747,2.84e+03
354500,2417.715561361819,388.472688537708,2806.188249899527,249.85307550914195,2.84e+03
355000,2410.1678820887987,423.6245424325419,2833.7924245213408,272.46161161635854,2.84e+03
355500,2470.101732180469,485.15555228474847,2955.2572844652173,312.03636810342834,2.84e+03
356000,2393.682248777531,477.9590320484265,2871.6412808259574,307.40779892195735,2.84e+03
356500,2402.3465549161283,445.81061126990943,2848.1571661860376,286.7309739062528,2.84e+03
357000,2508.2854081736086,377.4950929590267,2885.7805011326354,242.7926408944114,2.84e+03
357500,2455.6284832204497,495.29464020131576,2950.9231234217655,318.5575016954647,2.84e+03
358000,2483.1857525355554,492.5466471878809,2975.732399723436,316.79008142077606,2.84e+03
358500,2417.2291767046686,489.0104558382881,2906.2396325429568,314.51571745555026,2.84e+03
359000,2391.4482407958258,525.7032581188369,2917.1514989146626,338.1153417518,2.84e+03
359500,2423.140837838522,452.5611135227279,2875.70195136125,291.0726787387004,2.84e+03
360000,2459.073248320997,495.73067138182546,2954.803919702823,318.8379428556356,2.84e+03
360500,2398.8119867343753,519.7184686278274,2918.5304553622027,334.2661186153365,2.84e+03
361000,2471.641715726176,463.3135864300983,2934.9553021562742,297.9883217285536,2.84e+03
361500,2428.7937592937965,433.57026327424313,2862.3640225680397,278.85837775662014,2.84e+03
362000,2371.482540801849,468.6359885381271,2840.1185293399762,301.41151871260166,2.84e+03
362500,2434.773730195392,485.15492429642717,2919.928654491819,312.0359642016404,2.84e+03
363000,2387.334218727173,425.82935689849023,2813.163575625663,273.87967700807974,2.84e+03
363500,2373.0139375150475,489.6241607333393,2862.638098248387,314.91043260543825,2.84e+03
364000,2345.040367762692,464.0162839000232,2809.056651662715,298.4402740258286,2.84e+03
364500,2399.2070253616475,439.947743209639,2839.1547685712867,282.9601666928115,2.84e+03
365000,2422.492602852181,446.1092828410747,2868.6018856932556,286.9230698059766,2.84e+03
365500,2431.723733559914,477.49079710806996,2909.214530667984,307.10664534447085,2.84e+03
366000,2433.6394343992865,464.2508427487014,2897.890277147988,298.59113469495503,2.84e+03
366500,2427.0957604401206,453.7530858132828,2880.8488462534033,291.8393167843191,2.84e+03
367000,2350.214574746119,514.0020990852817,2864.216673831401,330.5895345127884,2.84e+03
367500,2454.2230978909533,492.49290934455763,2946.716007235511,316.75551897707874,2.84e+03
368000,2463.1463285996433,498.13008801134686,2961.27641661099,320.38117006826246,2.84e+03
368500,2422.926966119666,507.3132446785842,2930.2402107982502,326.28747958213916,2.84e+03
369000,2451.698129504247,473.3429523969371,2925.041081901184,304.43888570939356,2.84e+03
369500,2424.0618189117968,500.0144840823409,2924.0763029941377,321.59315270618606,2.84e+03
370000,2392.8138435905807,508.94734685544995,2901.761190446031,327.3384812783535,2.84e+03
370500,2472.263598711927,403.2613263685041,2875.524925080431,259.3646493047773,2.84e+03
371000,2377.881324764298,453.5574847570703,2831.438809521368,291.71351250795806,2.84e+03
371500,2363.6814980225076,505.40472558616085,2869.0862236086687,325.0599817966324,2.84e+03
372000,2422.347441353813,509.8779909143278,2932.2254322681406,327.93704145304747,2.84e+03
372500,2482.488462942236,459.49730977643475,2941.9857727186704,295.53381594977986,2.84e+03
373000,2470.384981399009,499.9873162638849,2970.372297662894,321.57567924358136,2.84e+03
373500,2436.163000401886,461.8265366787021,2897.9895370805884,297.0318993987882,2.84e+03
374000,2411.1886154080585,507.1924567922315,2918.38107220029,326.20979271822324,2.84e+03
374500,2380.762102110168,501.6937550499485,2882.4558571601165,322.6732055084804,2.84e+03
375000,2352.568377584418,484.2725611121521,2836.8409386965704,311.4684567247647,2.84e+03
375500,2395.4827905867087,461.4950945541746,2856.9778851408832,296.8187265384819,2.84e+03
376000,2437.775584337958,480.8728461624627,2918.648430500421,309.281869968224,2.84e+03
376500,2437.4243115583035,488.8344205803365,2926.25873213864,314.402497268147,2.84e+03
377000,2394.461882412372,442.4239888665328,2836.8858712789047,284.55280785227114,2.84e+03
377500,2421.6173851562803,420.62443940015,2842.2418245564304,270.53204232717883,2.84e+03
378000,2402.182241704909,425.6057005568165,2827.787942261725,273.73582847902446,2.84e+03
378500,2480.987100746838,451.49488830805376,2932.481989054892,290.38691714739133,2.84e+03
379000,2433.778892751291,410.84950449472535,2844.6283972460164,264.24512018030845,2.84e+03
379500,2423.186136700385,466.783554709204,2889.969691409589,300.2200931555675,2.84e+03
380000,2379.802731008025,447.85628808734026,2827.6590190953652,288.04668710672723,2.83e+03
380500,2402.688131957963,439.7610894179182,2842.4492213758813,282.8401170077425,2.83e+03
381000,2357.784988075242,434.335771335267,2792.120759410509,279.3507277956765,2.83e+03
381500,2390.030025160783,447.05252896310236,2837.0825541238855,287.5297352203145,2.83e+03
382000,2421.5969192443745,396.120403530734,2817.7173227751086,254.77183857281472,2.83e+03
382500,2396.0724890871097,437.27995853675503,2833.352447623865,281.2443338299525,2.83e+03
383000,2374.591424649034,503.66779546052584,2878.2592201095595,323.9428444877833,2.83e+03
383500,2476.8493631835386,472.24109490112437,2949.0904580846627,303.73020658670436,2.83e+03
384000,2389.057611058739,489.43464048078147,2878.4922515395206,314.7885393054199,2.83e+03
384500,2444.8967641207105,434.88074958692266,2879.7775137076333,279.70124019018823,2.83e+03
385000,2474.0390310282132,459.44770582329886,2933.486736851512,295.501912290619,2.83e+03
385500,2478.9713277297315,458.6287302954709,2937.6000580252025,294.97517370530227,2.83e+03
386000,2419.9030949612747,526.3336934473351,2946.2367884086098,338.52081737565356,2.83e+03
386500,2405.7544118374126,487.08237915159253,2892.8367909890053,313.2756408576259,2.83e+03
387000,2411.577602917291,427.60469385813394,2839.182296775425,275.0215163510249,2.83e+03
387500,2421.588988959681,470.16221872125953,2891.7512076809408,302.3931406295141,2.83e+03
388000,2366.5255345511428,487.50907019729766,2854.0346047484404,313.55007474501946,2.84e+03
388500,2377.2610466980614,503.709240338507,2880.970287036568,323.96950049355473,2.84e+03
389000,2446.3006641853985,459.2987007654668,2905.5993649508655,295.4060770541551,2.83e+03
389500,2426.689420487149,460.37301236796185,2887.062432855111,296.09703954871026,2.83e+03
390000,2427.7655112083094,438.49830467774854,2866.2638158860577,282.02793468361295,2.84e+03
390500,2413.595801524891,464.24992106879546,2877.845722593687,298.5905419002337,2.83e+03
391000,2418.203799193182,474.1657171784574,2892.3695163716393,304.96806142019386,2.83e+03
391500,2439.7067275347736,412.771079884497,2852.4778074192704,265.48101535421205,2.83e+03
392000,2409.235914791731,383.1419871014263,2792.3779018931573,246.42454066544548,2.84e+03
392500,2433.3024805904697,443.51159128716694,2876.8140718776367,285.25231857141466,2.84e+03
393000,2455.7094227365615,451.60775822351434,2907.317180960076,290.45951142838555,2.84e+03
393500,2450.613613808905,422.73008070442523,2873.3436945133303,271.8863227471811,2.84e+03
394000,2361.5702551620707,431.2133024800992,2792.78355764217,277.34245676488183,2.84e+03
394500,2386.7967363002167,461.5807808151214,2848.377517115338,296.87383717163095,2.84e+03
395000,2382.7930770930493,419.56236744449785,2802.355444537547,269.8489519778146,2.84e+03
395500,2383.0860278027017,396.27259913018463,2779.358626932886,254.86972586251022,2.84e+03
396000,2386.806252269653,421.2412404252791,2808.0474926949323,270.9287488078475,2.84e+03
396500,2405.1335265589437,447.7474243634335,2852.880950922377,287.9766694786363,2.84e+03
397000,2399.3739585377807,447.28805317126114,2846.662011709042,287.6812167774526,2.84e+03
397500,2363.7823998524946,522.3142037834457,2886.0966036359405,335.9356115577612,2.84e+03
398000,2423.5419776575422,434.18993182389437,2857.7319094814366,279.256928536366,2.84e+03
398500,2350.1370796124647,460.3858597918425,2810.522939404307,296.10530259644474,2.84e+03
399000,2372.6974032332714,462.533595886371,2835.2309991196425,297.4866570247828,2.84e+03
399500,2443.94207050895,461.81566363702706,2905.7577341459773,297.02490620986447,2.84e+03
400000,2395.4042110702717,465.93078069992833,2861.3349917702,299.6716164795524,2.84e+03
400500,2385.6151759870354,435.08661162227827,2820.7017876093137,279.833643996638,2.84e+03
401000,2432.5680797967902,499.945704752238,2932.513784549028,321.54891606442277,2.84e+03
401500,2412.4801578501497,449.0563106295002,2861.53646847965,288.8185028139461,2.84e+03
402000,2400.898128405838,499.5474552444002,2900.4455836502384,321.292774854785,2.84e+03
402500,2383.1722666721803,504.10506822780667,2887.277334899987,324.22408419642994,2.84e+03
403000,2499.4218407789704,431.62965100162387,2931.051491780594,277.61023867505475,2.84e+03
403500,2419.2189916225216,538.4565785158551,2957.6755701383768,346.3178651676493,2.84e+03
404000,2446.2813469172415,484.68861412101893,2930.9699610382604,311.73604857074884,2.84e+03
404500,2413.037999985124,435.3125214239646,2848.3505214090883,279.9789418783281,2.84e+03
405000,2415.7940340611253,442.2174363205572,2858.0114703816826,284.419959931712,2.84e+03
405500,2400.044683853576,502.0210230203518,2902.0657068739274,322.8836936877876,2.84e+03
406000,2408.729435830644,468.79021308035345,2877.5196489109976,301.510710952703,2.84e+03
406500,2397.1573936846553,470.17123975308544,2867.328633437741,302.39894266557087,2.84e+03
407000,2446.146268891409,462.8755580599856,2909.0218269513944,297.70659604059114,2.84e+03
407500,2419.070297215315,493.23431146318217,2912.304608678497,317.23236485323184,2.84e+03
408000,2426.1410579467774,429.0957473371335,2855.236805283911,275.9805137489604,2.84e+03
408500,2488.4805022271503,478.60998388190825,2967.0904861090585,307.82647009860034,2.84e+03
409000,2420.7555589991443,527.1640493951111,2947.919608394255,339.0548754791977,2.84e+03
409500,2417.1424877053,456.0940977902274,2873.2365854955274,293.3449800123959,2.84e+03
410000,2427.672288012725,496.44856217610794,2924.1208501888327,319.29966700799844,2.84e+03
410500,2430.355211457605,447.7689099203088,2878.124121377914,287.99048829427693,2.84e+03
411000,2442.1734758351554,435.99095236325724,2878.1644281984127,280.41528672753975,2.84e+03
411500,2403.876598772361,439.9553187985424,2843.8319175709034,282.96503906670597,2.84e+03
412000,2366.6701868134237,402.14667112200164,2768.816857935425,258.6477390825442,2.84e+03
412500,2361.0247735579733,462.7319492594568,2823.7567228174303,297.61423150238545,2.84e+03
413000,2377.721175502012,455.9015559082671,2833.6227314102794,293.2211432980231,2.84e+03
413500,2445.9303969450707,414.5844919348494,2860.51488887992,266.6473433646866,2.84e+03
414000,2320.0174060884056,457.5257995281128,2777.543205616518,294.26580428904964,2.84e+03
414500,2425.03700269427,492.6845952558075,2917.7215979500775,316.8788051587607,2.84e+03
415000,2370.5446520072383,453.2374432950424,2823.7820953022806,291.50767218523396,2.84e+03
415500,2456.3959441153593,467.10675672347566,2923.502700838835,300.42796624332686,2.84e+03
416000,2402.43453070539,509.5719922599736,2912.0065229653637,327.7402330102716,2.84e+03
416500,2460.10304283893,523.8154779650984,2983.918520804028,336.9011825812489,2.84e+03
417000,2392.509310747716,541.3861743707703,2933.8954851184862,348.2020865194891,2.84e+03
417500,2447.719090698283,493.73873789241395,2941.457828590697,317.55679562643775,2.84e+03
418000,2359.156315711499,515.853926671794,2875.0102423832927,331.7805701543015,2.84e+03
418500,2478.7666444284005,455.8555273607239,2934.6221717891244,293.191539224161,2.84e+03
419000,2470.3967564514287,471.02790759571894,2941.4246640471474,302.9499237293297,2.84e+03
419500,2374.8321009038873,475.051761786047,2849.883862689934,305.5379366695399,2.84e+03
420000,2405.0479385728772,448.9406752583951,2853.9886138312722,288.7441298812774,2.84e+03
420500,2405.3991577954016,472.473194363767,2877.8723521591687,303.87948545823474,2.84e+03
421000,2380.2444934589653,431.29768993397727,2811.5421833929427,277.3967320473095,2.84e+03
421500,2395.009702702447,453.7721954724274,2848.7818981748746,291.85160749934266,2.84e+03
422000,2422.6717671921,457.05985726339696,2879.7316244554972,293.96612528642225,2.84e+03
422500,2421.861998020467,459.2231983707643,2881.0851963912314,295.357516354571,2.84e+03
423000,2460.1800239735685,450.7558737799859,2910.9358977535544,289.91160689230304,2.84e+03
423500,2457.379507596319,481.2683938750194,2938.647901471338,309.5362734704751,2.84e+03
424000,2424.1775963171694,445.82718643158563,2870.004782748755,286.7416345144346,2.84e+03
424500,2412.474551573277,464.99450449641574,2877.4690560696927,299.06943389149404,2.84e+03
425000,2465.196943100049,469.2029947285284,2934.399937828577,301.77619876524,2.84e+03
425500,2460.893128868368,484.8460263935428,2945.7391552619106,311.837291055931,2.84e+03
426000,2432.834939651214,494.91328784938867,2927.7482275006028,318.3122281902917,2.84e+03
426500,2444.1653706085435,436.8923223614653,2881.0576929700087,280.99501877272337,2.84e+03
427000,2427.8566546916863,496.6285411098963,2924.4851958015824,319.41542364021666,2.84e+03
427500,2428.0653180930103,456.11995579417135,2884.1852738871817,293.3616110446475,2.84e+03
428000,2336.0113997236526,456.3107514661154,2792.322151189768,293.48432465318587,2.84e+03
428500,2427.926053438672,393.3175832784155,2821.2436367170876,252.96915519042008,2.84e+03
429000,2443.801337217042,429.7255133315763,2873.5268505486183,276.38555887878636,2.84e+03
429500,2406.432281736183,470.40221083435426,2876.8344925705373,302.5474957986777,2.84e+03
430000,2335.8472047080477,509.8185723921828,2845.6657771002306,327.8988253803654,2.84e+03
430500,2443.129941994356,511.3770497536464,2954.5069917480027,328.901187639959,2.84e+03
431000,2460.7809722489233,522.2901760767887,2983.071148325712,335.9201577135584,2.84e+03
431500,2423.8073347840236,547.766417887964,2971.5737526719877,352.3056529021575,2.84e+03
432000,2438.145994985044,490.84459637306475,2928.9905913581088,315.695377357138,2.84e+03
432500,2415.5547548347745,427.1352304145068,2842.689985249281,274.71957263994733,2.84e+03
433000,2457.573581063395,514.5990064525688,2972.1725875159636,330.9734460358151,2.84e+03
433500,2465.1471293111545,517.8272567697995,2982.974386080954,333.04975228351975,2.84e+03
434000,2445.02973342404,484.0640718401529,2929.0938052641927,311.33436316463377,2.84e+03
434500,2473.804379138839,527.9737674141855,3001.7781465530247,339.57565993414215,2.84e+03
435000,2469.4413392009656,428.1881161928975,2897.6294553938633,275.39675473704915,2.84e+03
435500,2441.611587205043,444.88611432955497,2886.497701534598,286.1363673594815,2.84e+03
436000,2413.7749413265738,430.55439308939026,2844.329334415964,276.91866754466616,2.84e+03
436500,2401.0044257974096,480.5981940271108,2881.6026198245204,309.1052225931637,2.84e+03
437000,2406.8865476209085,441.8899740194463,2848.776521640355,284.20934676517555,2.84e+03
437500,2416.990264793709,458.5082813164002,2875.498546110109,294.89770481559464,2.84e+03
438000,2418.135416468398,448.04825253100927,2866.1836689994075,288.1701524314573,2.84e+03
438500,2443.861843085867,450.8181250701791,2894.679968156046,289.95164490982165,2.84e+03
439000,2427.553539723719,476.4675858891148,2904.0211256128337,306.4485489647389,2.84e+03
439500,2482.02675636788,445.12928153684675,2927.156037904727,286.2927646465946,2.84e+03
440000,2453.5367551118425,469.3280080622646,2922.864763174107,301.8566033003213,2.84e+03
440500,2403.982366064941,473.4529758926492,2877.43534195759,304.5096492652188,2.84e+03
441000,2393.0447607444976,422.2538108645075,2815.298571609005,271.58000138203283,2.84e+03
441500,2436.9260387728373,431.33651233938673,2868.262551112224,277.4217013634968,2.84e+03
442000,2384.0134653236983,431.96025594302847,2815.973721266727,277.8228730862392,2.84e+03
442500,2411.9332782598085,437.8312461151228,2849.764524374931,281.5989041794503,2.84e+03
443000,2441.3547404951364,431.9028320867399,2873.2575725818765,277.78593991815654,2.84e+03
443500,2391.4191957145576,443.1933080393002,2834.6125037538577,285.047609075203,2.84e+03
444000,2420.1325703762327,462.34119008004166,2882.4737604562742,297.36290782985697,2.84e+03
444500,2427.7165550806712,466.8647169135817,2894.581271994253,300.2722940617758,2.84e+03
445000,2373.8477607802847,475.1395760819613,2848.987336862246,305.59441598598926,2.84e+03
445500,2516.529859368932,450.99882886543185,2967.528688234364,290.06786774950194,2.84e+03
446000,2409.591956281081,495.50667673062185,2905.098633011703,318.69387673682684,2.84e+03
446500,2470.6495732499334,491.7410065468197,2962.390579796753,316.27191940356454,2.84e+03
447000,2469.5063946132027,463.7916392249095,2933.298033838112,298.2957898326536,2.84e+03
447500,2440.92688068573,482.41864981748563,2923.3455305032157,310.2760809095249,2.84e+03
448000,2448.5675876018736,509.54011134959717,2958.107698951471,327.71972823929895,2.84e+03
448500,2500.6470880660913,491.0853991421789,2991.7324872082704,315.850253914048,2.84e+03
449000,2416.94757580295,475.0092886473377,2891.9568644502874,305.5106193197077,2.84e+03
449500,2457.722468286304,492.9540788751608,2950.6765471614644,317.0521283114081,2.84e+03
450000,2416.6454115513725,461.0388479590529,2877.6842595104254,296.52528347711547,2.84e+03
450500,2396.188775769932,452.544013082052,2848.732788851984,291.0616802880461,2.84e+03
451000,2443.663571085222,449.663067681062,2893.326638766284,289.2087493354975,2.84e+03
451500,2429.954810684801,445.9054402411639,2875.860250925965,286.7919648351247,2.84e+03
452000,2392.0799838708135,437.8080058489282,2829.8879897197417,281.5839567914982,2.84e+03
452500,2516.823825285164,436.43710615171983,2953.2609314368838,280.70223842192274,2.84e+03
453000,2410.282004621282,477.5667366688793,2887.8487412901613,307.15548721516313,2.84e+03
453500,2365.5168573631554,490.5832209714522,2856.1000783346076,315.52726914803543,2.84e+03
454000,2423.645653711267,420.145981140188,2843.791634851455,270.2243134410009,2.84e+03
454500,2407.1768742960676,443.0686722456319,2850.2455465416997,284.96744736168904,2.84e+03
455000,2414.8266833163607,438.77607222810207,2853.6027555444625,282.2065857928935,2.84e+03
455500,2451.884794017155,424.34342233629604,2876.228216353451,272.92397193195956,2.84e+03
456000,2422.929469480411,454.0068627844272,2876.9363322648383,292.00253792857126,2.84e+03
456500,2437.1633517467517,430.2304081686015,2867.3937599153533,276.7102909167432,2.84e+03
457000,2421.134361807257,408.1046080655926,2829.2389698728493,262.47969152854284,2.84e+03
457500,2407.366144857197,435.7738019485561,2843.139946805753,280.2756226004028,2.84e+03
458000,2421.0087326512694,484.9142608619554,2905.922993513225,311.8811772602683,2.84e+03
458500,2445.5378132559526,494.83417338772836,2940.371986643681,318.26134432600384,2.84e+03
459000,2484.819955733942,447.67303154393016,2932.492987277872,287.92882242195225,2.84e+03
459500,2441.740958361187,423.19871506141817,2864.939673422605,272.18773321653657,2.84e+03
460000,2397.474921716776,509.0206378099184,2906.4955595266943,327.3856196510661,2.84e+03
460500,2413.1600218397343,464.54998903187317,2877.7100108716077,298.7835359140959,2.84e+03
461000,2454.932833553389,494.0773844946353,2949.0102180480244,317.774602173905,2.84e+03
461500,2485.1888205130795,452.01745467936865,2937.206275192448,290.7230149449537,2.84e+03
462000,2424.8985965413785,478.6198300930905,2903.518426634469,307.83280286334434,2.84e+03
462500,2294.890749674107,505.5652870718,2800.456036745907,325.163249753889,2.84e+03
463000,2396.601798295268,458.3363893927534,2854.9381876880216,294.78714948687895,2.84e+03
463500,2409.5638875951586,476.42234825822453,2885.9862358533833,306.4194535829008,2.84e+03
464000,2434.326041421846,526.621197228652,2960.947238650498,338.7057305139566,2.84e+03
464500,2407.652305424699,508.96531901202843,2916.6176244367275,327.35004038849735,2.84e+03
465000,2459.5159285950904,514.8147604551908,2974.3306890502813,331.11221203584313,2.84e+03
465500,2427.2581708356056,517.9707937236188,2945.2289645592246,333.14207061224437,2.84e+03
466000,2472.611678430123,555.9951963718416,3028.6068748019648,357.59813721970227,2.84e+03
466500,2495.9586992417003,464.744100321282,2960.7027995629824,298.90838202060706,2.84e+03
467000,2437.946041469262,493.7516788669933,2931.6977203362553,317.5651188429576,2.84e+03
467500,2385.2752213372332,469.3280073441266,2854.6032286813597,301.8566028384381,2.84e+03
468000,2438.194083533594,454.1514773005002,2892.345560834094,292.0955493105042,2.84e+03
468500,2431.917355259859,497.2328911433282,2929.1502464031873,319.8041220455161,2.84e+03
469000,2423.070107246348,426.6333756786049,2849.703482924953,274.39679589675876,2.84e+03
469500,2435.863784774173,452.3129877460158,2888.176772520189,290.91309226002676,2.84e+03
470000,2361.1669062321826,467.20006213558173,2828.3669683677645,300.4879772682051,2.84e+03
470500,2342.0398089848363,501.63567008995113,2843.6754790747873,322.635847139863,2.84e+03
471000,2411.8635320951216,419.80689830423347,2831.670430399355,270.00622632209814,2.84e+03
471500,2340.388549446488,462.64973755480196,2803.03828700129,297.5613555915249,2.84e+03
472000,2403.3549910256306,468.59202578660796,2871.9470168122384,301.38324329196337,2.84e+03
472500,2428.3457141436065,430.69974915040945,2859.045463294016,277.0121558643374,2.84e+03
473000,2369.7525167840276,538.3288732018354,2908.081389985863,346.2357292378706,2.84e+03
473500,2436.261375165326,444.3845011401323,2880.6458763054584,285.81374597118014,2.84e+03
474000,2400.7254322762983,459.24677136309657,2859.972203639395,295.3726777412191,2.84e+03
474500,2358.9024472751616,458.2408323853405,2817.1432796605022,294.7256903086844,2.84e+03
475000,2374.0415474152755,444.9972831905729,2819.0388306058485,286.2078675772464,2.84e+03
475500,2405.820742318692,456.6839253300408,2862.5046676487327,293.72433801925376,2.84e+03
476000,2399.886608311477,513.0091816262715,2912.8957899377488,329.95092210017776,2.84e+03
476500,2449.9714951347423,434.9870050374533,2884.9585001721957,279.7695802611585,2.84e+03
477000,2410.4941769144134,451.64369380317567,2862.137870717589,290.48262403157105,2.84e+03
477500,2385.3208480281064,486.5860086090597,2871.906856637166,312.9563913703304,2.84e+03
478000,2381.5879191073254,492.82927564304055,2874.417194750366,316.9718589068945,2.84e+03
478500,2452.811585844978,476.77963476358605,2929.591220608564,306.6492487135148,2.84e+03
479000,2381.905476089783,470.54082055240775,2852.4462966421906,302.6366450886354,2.84e+03
479500,2458.4027045604907,449.7947662764055,2908.197470836896,289.29345361473696,2.84e+03
480000,2447.127013259315,470.7396341355936,2917.8666473949083,302.7645155584977,2.84e+03
480500,2451.4195940089767,445.06007462778234,2896.479668636759,286.24825299986514,2.84e+03
481000,2395.318996990609,456.51650715421215,2851.8355041448212,293.6166600605165,2.84e+03
481500,2440.436428145794,423.26875115582686,2863.705179301621,272.2327781684752,2.84e+03
482000,2415.8711572285274,467.74593622871294,2883.61709345724,300.83906583899494,2.84e+03
482500,2370.7609529159386,537.1486673461771,2907.909620262116,345.4766589828158,2.84e+03
483000,2377.979218190154,511.2971390016227,2889.2763571917767,328.8497916274503,2.84e+03
483500,2449.1513473375226,481.3079687957666,2930.459316133289,309.5617267802018,2.84e+03
484000,2461.3950513819927,487.1111436581543,2948.506195040147,313.29414125840566,2.84e+03
484500,2449.8870882424553,445.9994558004485,2895.886544042904,286.85243260371203,2.84e+03
485000,2419.8367104060135,501.0791607729053,2920.9158711789187,322.2779183368453,2.84e+03
